question_id,query_mode,query_used,granularity,strategy,budget,fine_top_m,parent_top_k,parent_candidate_count,selected_count,context_tokens,parent_candidate_gold_recall,parent_candidate_evidence_recall,selected_gold_recall,selected_evidence_recall,first_gold_parent_rank,first_evidence_parent_rank,selected_first_gold_parent_rank,selected_first_evidence_parent_rank,parent_candidate_gold_ids,parent_candidate_evidence_refs,selected_gold_ids,selected_evidence_refs,missing_selected_gold_ids,missing_selected_evidence_refs
always_clear_depth_eval_datasets,content-only,evaluated datasets experiments benchmarks nuScenes RobotCar adverse weather test set,proposition-to-chunk,baseline,1000,150,50,50,15,998,1.0,1.0,1.0,1.0,1,4,1,4,"nuscenes,robotcar",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:nuscenes|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:robotcar,"nuscenes,robotcar",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:nuscenes|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:robotcar,,
always_clear_depth_eval_datasets,content-only,evaluated datasets experiments benchmarks nuScenes RobotCar adverse weather test set,proposition-to-chunk,baseline,1500,150,50,50,22,1490,1.0,1.0,1.0,1.0,1,4,1,4,"nuscenes,robotcar",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:nuscenes|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:robotcar,"nuscenes,robotcar",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:nuscenes|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:robotcar,,
always_clear_depth_ablation_components,content-only,ablation study components distillation learning ordinal guidance distillation feature consistency constraint,sentence-to-chunk,baseline,500,150,50,50,7,492,1.0,1.0,1.0,1.0,1,1,1,1,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,,
always_clear_depth_ablation_components,content-only,ablation study components distillation learning ordinal guidance distillation feature consistency constraint,sentence-to-chunk,baseline,1000,150,50,50,14,967,1.0,1.0,1.0,1.0,1,1,1,1,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,,
always_clear_depth_ablation_components,content-only,ablation study components distillation learning ordinal guidance distillation feature consistency constraint,sentence-to-chunk,baseline,1500,150,50,50,23,1498,1.0,1.0,1.0,1.0,1,1,1,1,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,,
always_clear_depth_ablation_components,content-only,ablation study components distillation learning ordinal guidance distillation feature consistency constraint,proposition-to-chunk,baseline,500,150,50,50,8,500,1.0,1.0,1.0,1.0,1,1,1,1,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,,
always_clear_depth_ablation_components,content-only,ablation study components distillation learning ordinal guidance distillation feature consistency constraint,proposition-to-chunk,baseline,1000,150,50,50,16,992,1.0,1.0,1.0,1.0,1,1,1,1,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,,
always_clear_depth_ablation_components,content-only,ablation study components distillation learning ordinal guidance distillation feature consistency constraint,proposition-to-chunk,baseline,1500,150,50,50,23,1486,1.0,1.0,1.0,1.0,1,1,1,1,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation,,
always_clear_depth_sota_comparison_methods,content-only,comparison with state of the art baselines Monodepth2 PackNet SfM RNW md4all DMMDE DefeatNet ADIDS WSGD,sentence-to-chunk,baseline,500,150,50,50,4,499,0.5555555555555556,0.0,0.1111111111111111,0.0,2,,2,,"md4all_dd,monodepth2,packnet_sfm,rnw,wsgd",,monodepth2,,"adids,defeatnet,dmmde,md4all_ad,md4all_dd,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
always_clear_depth_sota_comparison_methods,content-only,comparison with state of the art baselines Monodepth2 PackNet SfM RNW md4all DMMDE DefeatNet ADIDS WSGD,sentence-to-chunk,baseline,1000,150,50,50,7,970,0.5555555555555556,0.0,0.1111111111111111,0.0,2,,2,,"md4all_dd,monodepth2,packnet_sfm,rnw,wsgd",,monodepth2,,"adids,defeatnet,dmmde,md4all_ad,md4all_dd,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
always_clear_depth_sota_comparison_methods,content-only,comparison with state of the art baselines Monodepth2 PackNet SfM RNW md4all DMMDE DefeatNet ADIDS WSGD,sentence-to-chunk,baseline,1500,150,50,50,12,1475,0.5555555555555556,0.0,0.1111111111111111,0.0,2,,2,,"md4all_dd,monodepth2,packnet_sfm,rnw,wsgd",,monodepth2,,"adids,defeatnet,dmmde,md4all_ad,md4all_dd,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
always_clear_depth_sota_comparison_methods,content-only,comparison with state of the art baselines Monodepth2 PackNet SfM RNW md4all DMMDE DefeatNet ADIDS WSGD,proposition-to-chunk,baseline,500,150,50,50,5,488,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.0,1,41,1,,"adids,dmmde,md4all_dd,monodepth2,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde","md4all_dd,monodepth2",,"adids,defeatnet,dmmde,md4all_ad,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
always_clear_depth_sota_comparison_methods,content-only,comparison with state of the art baselines Monodepth2 PackNet SfM RNW md4all DMMDE DefeatNet ADIDS WSGD,proposition-to-chunk,baseline,1000,150,50,50,9,989,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.0,1,41,1,,"adids,dmmde,md4all_dd,monodepth2,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde","md4all_dd,monodepth2",,"adids,defeatnet,dmmde,md4all_ad,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
always_clear_depth_sota_comparison_methods,content-only,comparison with state of the art baselines Monodepth2 PackNet SfM RNW md4all DMMDE DefeatNet ADIDS WSGD,proposition-to-chunk,baseline,1500,150,50,50,13,1495,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.0,1,41,1,,"adids,dmmde,md4all_dd,monodepth2,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde","md4all_dd,monodepth2",,"adids,defeatnet,dmmde,md4all_ad,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
