question_id,query_mode,query_used,granularity,budget,parent_rank,selected,selected_order,score,source,page,parent_chunk_id,estimated_tokens,matched_child_count,deduplicated_child_count,max_child_score,top_child_score_sum,top_child_ids,matched_gold_ids,matched_evidence_refs,text
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,13,False,,0.9519322156906128,data\Monocular Depth Estimation.pdf,9,Monocular_Depth_Estimation_p9_chunk_8,74,1,1,0.8653929233551025,0.8653929233551025,sentence::Monocular_Depth_Estimation_p9_chunk_8::s1,,,"Fu, Mingming Gong, Chaohui Wang, Kayhan Bat- manghelich, and Dacheng Tao. Deep ordinal regression net- work for monocular depth estimation. In CVPR, 2018. [11] Yasutaka Furukawa and Carlos Hern ´andez. Multi-view stereo: A tutorial. Foundations and Trends"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,14,False,,0.9519322156906128,data\Lite-Mono.pdf,9,Lite-Mono_p9_chunk_11,79,1,1,0.8653929233551025,0.8653929233551025,sentence::Lite-Mono_p9_chunk_11::s1,,,", Chaohui Wang, Kayhan Bat- manghelich, and Dacheng Tao. Deep ordinal regression net- work for monocular depth estimation. In CVPR, 2018. 1, 2 [12] Ravi Garg, Vijay Kumar Bg, Gustavo Carneiro, and Ian Reid. Unsupervised cnn for single view depth estimation"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,15,False,,0.9486555993556977,data\Depth_Anything.pdf,3,Depth_Anything_p3_chunk_9,90,1,1,0.8624141812324524,0.8624141812324524,sentence::Depth_Anything_p3_chunk_9::s1,,,"uth di: ˆdi = di − t(d) s(d) , (2) where t(d) and s(d) are used to align the prediction and ground truth to have zero translation and unit scale: t(d) = median(d), s (d) = 1 HW HWX i=1 |di − t(d)|. (3) To obtain a robust monocular depth estimation model, w"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,16,False,,0.9460935115814209,data\SSRDepth.pdf,13,SSRDepth_p13_chunk_33,78,1,1,0.8600850105285645,0.8600850105285645,sentence::SSRDepth_p13_chunk_33::s2,,,"internet photos, in: Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, 2018, pp. 2041–2050. [21] R. Ranftl, K. Lasinger, D. Hafner, K. Schindler, V. Koltun, Towards robust monocular depth estimation: mixing datasets for ze"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,17,False,,0.9441470146179199,data\Monocular Depth Estimation.pdf,1,Monocular_Depth_Estimation_p1_chunk_19,54,1,1,0.8583154678344727,0.8583154678344727,sentence::Monocular_Depth_Estimation_p1_chunk_19::s1,,,"stimation a one-time ofﬂine calibration, but can cause issues related to occlusion and texture-copy artifacts [15]. We propose three architectural and loss innovations that combined, lead to large improvements in monocular depth estimation when training wi"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,18,False,,0.9436455726623535,data\Robust Monocular Depth Estimation under Challenging Conditions.pdf,3,Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p3_chunk_19,61,1,1,0.8578596115112305,0.8578596115112305,sentence::Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p3_chunk_19::s0,,,e explored depth estimation with adverse weather. ITDFA [43] requires an encoder for each condition and was not shown to work in both standard and adverse settings. R4Dyn [8] and MonoViT [44] are ro- bust methods that delivered improvements also in adverse
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,19,False,,0.9436118721961975,data\s.pdf,10,s_p10_chunk_4,89,1,1,0.8578289747238159,0.8578289747238159,sentence::s_p10_chunk_4::s1,,,"6, 7 [28] Jiyuan Wang, Chunyu Lin, Lang Nie, Shujun Huang, Yao Zhao, Xing Pan, and Rui Ai. Weatherdepth: Curriculum con- trastive learning for self-supervised depth estimation under adverse weather conditions, 2023. 1, 2, 4, 7 [29] Jiyuan Wang, Lang Nie,"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,20,False,,0.9435713529586792,data\ACD.pdf,9,ACD_p9_chunk_12,80,1,1,0.8577921390533447,0.8577921390533447,sentence::ACD_p9_chunk_12::s1,,,", Y ao Zhao, Xing Pan, and Rui Ai. Weatherdepth: Curriculum contrastive learning for self- supervised depth estimation under adverse weather con- ditions. In ICRA, pages 4976–4982, 2024. [Wang et al., 2024b ] Jiyuan Wang, Chunyu Lin, Lang Nie, Kang Liao, S"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,21,False,,0.9432270050048828,data\MonoDiffusion.pdf,9,MonoDiffusion_p9_chunk_26,97,1,1,0.8574790954589844,0.8574790954589844,sentence::MonoDiffusion_p9_chunk_26::s1,,,"sing, 27(8):4131–4144, 2018. [11] Shuwei Shao, Zhongcai Pei, Weihai Chen, Ran Li, Zhong Liu, and Zhengguo Li. Urcdc-depth: Uncertainty rectified cross-distillation with cutflip for monocular depth estimation. arXiv preprint arXiv:2302.08149, 2023. [12] Xin"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,22,False,,0.9424550414085389,data\MonoDiffusion.pdf,9,MonoDiffusion_p9_chunk_25,79,1,1,0.8567773103713989,0.8567773103713989,sentence::MonoDiffusion_p9_chunk_25::s1,,,"Youngjung Kim, Hyungjoo Jung, Dongbo Min, and Kwanghoon Sohn. Deep monocular depth estimation via integration of global and local predictions. IEEE Transactions on Image Processing, 27(8):4131–4144, 2018. [11] Shuwei Shao, Zhongcai Pei, Weihai Chen, Ran Li"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,23,False,,0.942373412847519,data\DepthDark.pdf,6,DepthDark_p6_chunk_15,46,1,1,0.8567031025886536,0.8567031025886536,sentence::DepthDark_p6_chunk_15::s0,,,"ground truth depth values. training, and our model was eventually fine-tuned for downstream monocular depth estimation tasks. Additionally, data augmentation techniques, including random cropping and horizontal flipping, were employed to enhance the train"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,24,False,,0.942318469285965,data\LED.pdf,11,LED_p11_chunk_14,44,1,1,0.8566531538963318,0.8566531538963318,sentence::LED_p11_chunk_14::s1,,,"asperini, Nils Morbitzer, HyunJun Jung, Nassir Navab, and Federico Tombari. Robust monocular depth estimation under challenging conditions. InICCV, 2023."
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,25,False,,0.9420467674732208,data\ACD.pdf,9,ACD_p9_chunk_0,88,1,1,0.8564061522483826,0.8564061522483826,sentence::ACD_p9_chunk_0::s1,,,"[Saunders et al., 2023] Kieran Saunders, George V ogiatzis, and Luis J Manso. Self-supervised monocular depth es- timation: Let’s talk about the weather. In ICCV, pages 8907–8917, 2023. [Sch¨on et al., 2021 ] Markus Sch ¨on, Michael Buchholz, and Klaus Die"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,26,False,,0.9413881003856659,data\Depth_Anything.pdf,1,Depth_Anything_p1_chunk_4,54,1,1,0.855807363986969,0.855807363986969,sentence::Depth_Anything_p1_chunk_4::s0,,,"y practical solution for robust monocular depth estimation. Without pur- suing novel technical modules, we aim to build a simple yet powerful foundation model dealing with any images under any circumstances. To this end, we scale up the dataset by designin"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,27,False,,0.9409326851367951,data\Monocular Depth Estimation.pdf,10,Monocular_Depth_Estimation_p10_chunk_10,86,1,1,0.8553933501243591,0.8553933501243591,sentence::Monocular_Depth_Estimation_p10_chunk_10::s3,,,"V, 2018. [49] Matteo Poggi, Filippo Aleotti, Fabio Tosi, and Stefano Mat- toccia. Towards real-time unsupervised monocular depth es- timation on cpu. In IROS, 2018. [50] Matteo Poggi, Fabio Tosi, and Stefano Mattoccia. Learning monocular depth estimation w"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,28,False,,0.9402030110359192,data\TDDC.pdf,10,TDDC_p10_chunk_8,71,1,1,0.8547300100326538,0.8547300100326538,sentence::TDDC_p10_chunk_8::s2,,,"e China Technological Sciences, 63(9):1612–1627, 2020. [Zhao et al., 2022a] Chaoqiang Zhao, Yang Tang, and Qiyu Sun. Unsupervised monocular depth estimation in highly complex environments. IEEE Transactions on Emerging Topics in Computational Intelligence"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,29,False,,0.9401147603988648,data\DepthDark.pdf,10,DepthDark_p10_chunk_10,78,1,1,0.8546497821807861,0.8546497821807861,sentence::DepthDark_p10_chunk_10::s0,,,"Tang, and Qiyu Sun. 2022. Unsupervised monocular depth estimation in highly complex environments.IEEE Transactions on Emerging Topics in Computational Intelligence 6, 5 (2022), 1237–1246. [51] Chaoqiang Zhao, Youmin Zhang, Matteo Poggi, Fabio Tosi, Xianda"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,30,False,,0.9371900975704193,data\Jasmine.pdf,13,Jasmine_p13_chunk_14,68,1,1,0.8519909977912903,0.8519909977912903,sentence::Jasmine_p13_chunk_14::s1,,,", 2017. 21 [48] Jiyuan Wang, Chunyu Lin, Lang Nie, Shujun Huang, Yao Zhao, Xing Pan, and Rui Ai. Weatherdepth: Curriculum contrastive learning for self-supervised depth estimation under adverse weather conditions. In 2024 IEEE International Conference on R"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,31,False,,0.9371605932712554,data\Robust Monocular Depth Estimation under Challenging Conditions.pdf,10,Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p10_chunk_22,69,1,1,0.8519641757011414,0.8519641757011414,sentence::Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p10_chunk_22::s3,,,". Image quality assessment: From error visibility to structural similarity. IEEE Transactions on Image Process- ing, 13(4):600–612, 2004. 4 [40] Mengchen Xiong, Xiao Xu, Dong Yang, and Eckehard Stein- bach. Robust depth estimation in foggy environments com"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,32,False,,0.936817753314972,data\Repurposing Diffusion-Based Image Generators for Monocular Depth Estimation.pdf,10,Repurposing_Diffusion-Based_Image_Generators_for_Monocular_Depth_Estimation_p10_chunk_30,80,1,1,0.8516525030136108,0.8516525030136108,sentence::Repurposing_Diffusion-Based_Image_Generators_for_Monocular_Depth_Estimation_p10_chunk_30::s1,,,"Gang Yu, Bin Fu, and Chunhua Shen. Hierarchical normalization for robust monoc- ular depth estimation. NeurIPS, 35, 2022. 3, 6, 11 [61] Lvmin Zhang, Anyi Rao, and Maneesh Agrawala. Adding conditional control to text-to-image diffusion models. In ICCV, page"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,33,False,,0.9363170981407165,data\Repurposing Diffusion-Based Image Generators for Monocular Depth Estimation.pdf,9,Repurposing_Diffusion-Based_Image_Generators_for_Monocular_Depth_Estimation_p9_chunk_15,93,1,1,0.851197361946106,0.851197361946106,sentence::Repurposing_Diffusion-Based_Image_Generators_for_Monocular_Depth_Estimation_p9_chunk_15::s1,,,"ng Gong, Chaohui Wang, Kayhan Bat- manghelich, and Dacheng Tao. Deep ordinal regression network for monocular depth estimation. In CVPR, pages 2002–2011, 2018. 2 [16] Peng Gao, Shijie Geng, Renrui Zhang, Teli Ma, Rongyao Fang, Yongfeng Zhang, Hongsheng Li,"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,34,False,,0.9363170981407165,data\MonoDiffusion.pdf,10,MonoDiffusion_p10_chunk_18,75,1,1,0.851197361946106,0.851197361946106,sentence::MonoDiffusion_p10_chunk_18::s2,,,"eo Technology, 28(11):3174–3182, 2017. [33] Huan Fu, Mingming Gong, Chaohui Wang, Kayhan Batmanghelich, and Dacheng Tao. Deep ordinal regression network for monocular depth estimation. In Proceedings of the IEEE Conference on Computer Vision and Pattern Re"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,35,False,,0.9363170981407165,data\Global-Local.pdf,7,Global-Local_p7_chunk_10,75,1,1,0.851197361946106,0.851197361946106,sentence::Global-Local_p7_chunk_10::s1,,,"IPS), pages 2366–2374, 2014. [Fu et al., 2018] Huan Fu, Mingming Gong, Chaohui Wang, Kayhan Batmanghelich, and Dacheng Tao. Deep ordinal regression network for monocular depth estimation. In Proceedings of the IEEE Conference on Computer Vision and Pattern"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,36,False,,0.9363170981407165,data\dav2.pdf,11,dav2_p11_chunk_17,85,1,1,0.851197361946106,0.851197361946106,sentence::dav2_p11_chunk_17::s1,,,"ngming Gong, Chaohui Wang, Kayhan Batmanghelich, and Dacheng Tao. Deep ordinal regression network for monocular depth estimation. In CVPR, 2018. 10 [20] Xiao Fu, Wei Yin, Mu Hu, Kaixuan Wang, Yuexin Ma, Ping Tan, Shaojie Shen, Dahua Lin, and Xiaoxiao Long."
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,37,False,,0.9361505627632141,data\s.pdf,9,s_p9_chunk_10,89,1,1,0.8510459661483765,0.8510459661483765,sentence::s_p9_chunk_10::s1,,,"Morbitzer, HyunJun Jung, Nassir Navab, and Federico Tombari. Robust monocular depth esti- mation under challenging conditions. In Proceedings of the IEEE/CVF International Conference on Computer Vision , pages 8177–8186, 2023. 1, 2, 4, 5, 6, 7, 8 [9] Cl ´"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,38,False,,0.936025071144104,data\Robust Monocular Depth Estimation under Challenging Conditions.pdf,3,Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p3_chunk_21,56,1,1,0.8509318828582764,0.8509318828582764,sentence::Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p3_chunk_21::s0,,,"tion. Unlike prior works, in this paper, we propose a simple and effective solution enabling a standard monocular model to estimate depth in diverse conditions (e.g., day, night, and rain) without any difference at inference time compared to a common encod"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,39,False,,0.9354826509952545,data\dav2.pdf,12,dav2_p12_chunk_6,90,1,1,0.8504387736320496,0.8504387736320496,sentence::dav2_p12_chunk_6::s0,,,"and Adrien Gaidon. Towards zero-shot scale-aware monocular depth estimation. In ICCV, 2023. 2, 3 [27] Geoffrey Hinton, Oriol Vinyals, and Jeff Dean. Distilling the knowledge in a neural network. arXiv:1503.02531, 2015. 6, 10 [28] Mu Hu, Wei Yin, Chi Zhang,"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,40,False,,0.9346604645252228,data\Robust Monocular Depth Estimation under Challenging Conditions.pdf,10,Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p10_chunk_14,80,1,1,0.8496913313865662,0.8496913313865662,sentence::Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p10_chunk_14::s1,,,"14402–14413, 2020. 2, 3, 6, 7 [34] Fabio Tosi, Filippo Aleotti, Matteo Poggi, and Stefano Mat- toccia. Learning monocular depth estimation infusing tradi- tional stereo knowledge. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Rec"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,41,False,,0.9345466434955597,data\TDDC.pdf,9,TDDC_p9_chunk_20,92,1,1,0.8495878577232361,0.8495878577232361,sentence::TDDC_p9_chunk_20::s1,,,"ch Graf, Wendy Adams, An- drew J Schofield, James H Elder, Richard Bowden, Heng Cong, et al. The monocular depth estimation challenge. In WACV, pages 623–632, 2023. [Tan et al., 2021] Xin Tan, Ke Xu, Ying Cao, Yiheng Zhang, Lizhuang Ma, and Rynson W. H. La"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,42,False,,0.9341219782829284,data\Global-Local.pdf,7,Global-Local_p7_chunk_0,50,1,1,0.8492017984390259,0.8492017984390259,sentence::Global-Local_p7_chunk_0::s0,,,5 Conclusion This paper proposes a new architecture for monocular depth estimation to deliver meaningful global and local features and generate a precisely estimated depth map. We further exploit the depth-speciﬁc data augmentation technique to improve the
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,43,False,,0.9337171137332916,data\s.pdf,10,s_p10_chunk_21,72,1,1,0.8488337397575378,0.8488337397575378,sentence::s_p10_chunk_21::s2,,,"rence on Artificial Intelligence, pages 7323– 7331, 2024. 1 [41] Chaoqiang Zhao, Yang Tang, and Qiyu Sun. Unsuper- vised monocular depth estimation in highly complex envi- ronments. IEEE Transactions on Emerging Topics in Com- putational Intelligence, 6(5)"
always_clear_depth_contributions,content-only,main contributions proposed framework adverse weather robust monocular depth estimation multi tuple degradation multi granularity knowledge distillation ordinal guidance,sentence-to-chunk,500,44,False,,0.9337171137332916,data\Robust Monocular Depth Estimation under Challenging Conditions.pdf,10,Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p10_chunk_27,88,1,1,0.8488337397575378,0.8488337397575378,sentence::Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p10_chunk_27::s1,,,"2645, 2020. 6 [43] Chaoqiang Zhao, Yang Tang, and Qiyu Sun. Unsuper- vised monocular depth estimation in highly complex envi- ronments. Transactions on Emerging Topics in Computa- tional Intelligence, 6(5):1237–1246, 2022. 3, 4 [44] Chaoqiang Zhao, Youmin"
