question_id,query_mode,query_used,granularity,strategy,budget,fine_top_m,parent_top_k,parent_candidate_count,selected_count,context_tokens,parent_candidate_gold_recall,parent_candidate_evidence_recall,selected_gold_recall,selected_evidence_recall,first_gold_parent_rank,first_evidence_parent_rank,selected_first_gold_parent_rank,selected_first_evidence_parent_rank,parent_candidate_gold_ids,parent_candidate_evidence_refs,selected_gold_ids,selected_evidence_refs,missing_selected_gold_ids,missing_selected_evidence_refs
always_clear_depth_eval_datasets,original,Always Clear Depth 在哪些数据集上进行了实验评估？,proposition-to-chunk,baseline,1000,150,50,2,2,123,0.0,0.0,0.0,0.0,,,,,,,,,"nuscenes,robotcar",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:nuscenes|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:robotcar
always_clear_depth_eval_datasets,original,Always Clear Depth 在哪些数据集上进行了实验评估？,proposition-to-chunk,baseline,1500,150,50,2,2,123,0.0,0.0,0.0,0.0,,,,,,,,,"nuscenes,robotcar",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:nuscenes|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:robotcar
always_clear_depth_ablation_components,original,Always Clear Depth 的消融实验验证了哪些组件？,sentence-to-chunk,baseline,500,150,50,50,6,466,0.0,0.0,0.0,0.0,,,,,,,,,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation
always_clear_depth_ablation_components,original,Always Clear Depth 的消融实验验证了哪些组件？,sentence-to-chunk,baseline,1000,150,50,50,13,978,0.0,0.0,0.0,0.0,,,,,,,,,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation
always_clear_depth_ablation_components,original,Always Clear Depth 的消融实验验证了哪些组件？,sentence-to-chunk,baseline,1500,150,50,50,19,1487,0.0,0.0,0.0,0.0,,,,,,,,,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation
always_clear_depth_ablation_components,original,Always Clear Depth 的消融实验验证了哪些组件？,proposition-to-chunk,baseline,500,150,50,4,4,237,0.0,0.0,0.0,0.0,,,,,,,,,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation
always_clear_depth_ablation_components,original,Always Clear Depth 的消融实验验证了哪些组件？,proposition-to-chunk,baseline,1000,150,50,4,4,237,0.0,0.0,0.0,0.0,,,,,,,,,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation
always_clear_depth_ablation_components,original,Always Clear Depth 的消融实验验证了哪些组件？,proposition-to-chunk,baseline,1500,150,50,4,4,237,0.0,0.0,0.0,0.0,,,,,,,,,"distillation_learning,feature_consistency_constraint,ordinal_guidance_distillation",Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:distillation_learning|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:feature_consistency_constraint|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:ordinal_guidance_distillation
always_clear_depth_sota_comparison_methods,original,Always Clear Depth 在 Comparison with SoTAs 中与哪些方法进行了比较？,sentence-to-chunk,baseline,500,150,50,50,6,493,0.1111111111111111,0.0,0.0,0.0,24,,,,monodepth2,,,,"adids,defeatnet,dmmde,md4all_ad,md4all_dd,monodepth2,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
always_clear_depth_sota_comparison_methods,original,Always Clear Depth 在 Comparison with SoTAs 中与哪些方法进行了比较？,sentence-to-chunk,baseline,1000,150,50,50,13,973,0.1111111111111111,0.0,0.0,0.0,24,,,,monodepth2,,,,"adids,defeatnet,dmmde,md4all_ad,md4all_dd,monodepth2,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
always_clear_depth_sota_comparison_methods,original,Always Clear Depth 在 Comparison with SoTAs 中与哪些方法进行了比较？,sentence-to-chunk,baseline,1500,150,50,50,19,1461,0.1111111111111111,0.0,0.0,0.0,24,,,,monodepth2,,,,"adids,defeatnet,dmmde,md4all_ad,md4all_dd,monodepth2,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
always_clear_depth_sota_comparison_methods,original,Always Clear Depth 在 Comparison with SoTAs 中与哪些方法进行了比较？,proposition-to-chunk,baseline,500,150,50,48,7,476,0.3333333333333333,0.0,0.1111111111111111,0.0,4,,4,,"adids,monodepth2,rnw",,monodepth2,,"adids,defeatnet,dmmde,md4all_ad,md4all_dd,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
always_clear_depth_sota_comparison_methods,original,Always Clear Depth 在 Comparison with SoTAs 中与哪些方法进行了比较？,proposition-to-chunk,baseline,1000,150,50,48,14,986,0.3333333333333333,0.0,0.1111111111111111,0.0,4,,4,,"adids,monodepth2,rnw",,monodepth2,,"adids,defeatnet,dmmde,md4all_ad,md4all_dd,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
always_clear_depth_sota_comparison_methods,original,Always Clear Depth 在 Comparison with SoTAs 中与哪些方法进行了比较？,proposition-to-chunk,baseline,1500,150,50,48,22,1493,0.3333333333333333,0.0,0.1111111111111111,0.0,4,,4,,"adids,monodepth2,rnw",,monodepth2,,"adids,defeatnet,dmmde,md4all_ad,md4all_dd,packnet_sfm,rnw,wsgd","Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:comparison_scope|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p5:monodepth2,packnet_sfm,rnw,md4all_ad,md4all_dd,dmmde|Always Clear Depth- Robust Monocular Depth Estimation Under Adverse Weather.pdf:p7:monodepth2,defeatnet,adids,rnw,wsgd,md4all_dd,dmmde"
