question_id,granularity,variant,query_used,rank,raw_rank,score,source,page,parent_chunk_id,unit_id,matched_gold_ids,matched_evidence_refs,is_gold_alias_hit,is_evidence_page_hit,is_title_junk,text
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,26,26,0.6911654472351074,data\DepthDark.pdf,6,DepthDark_p6_chunk_4,DepthDark_p6_chunk_4,,,False,False,False,0.835 ADDS[24] R 𝑑 & 𝑛 640 × 320 60 0.322 4.401 10.584 0.397 0.527 0.786 0.892 MonoFormer[1] K 768 × 256 60 0.307 3.591 10.162 0.413 0.521 0.762 0.872 TDDC[40] K 768 × 256 60 0.259 3.147 8.547 0.344 0.641 0.850 0.928 Depth Anything[41] UD & LD - 60 0.302 3
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,27,27,0.6898916363716125,data\dav2.pdf,10,dav2_p10_chunk_25,dav2_p10_chunk_25,,,False,False,False,"aluation benchmark DA-2K, covering diverse high-resolution images with precise and challenging sparse depth labels. Acknowledgment. This work is supported by the National Natural Science Foundation of China (No.62201484), HKU Startup Fund, and HKU Seed Fun"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,28,28,0.6897339820861816,data\Monocular Depth Estimation.pdf,9,Monocular_Depth_Estimation_p9_chunk_30,Monocular_Depth_Estimation_p9_chunk_30,,,False,False,False,"ural ﬁelds.PAMI, 2015. [37] Miaomiao Liu, Mathieu Salzmann, and Xuming He. Discrete-continuous depth estimation from a single image. In CVPR, 2014. [38] Chenxu Luo, Zhenheng Yang, Peng Wang, Yang Wang, Wei Xu, Ram Nevatia, and Alan Yuille. Every pixel coun"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,29,29,0.6895314455032349,data\DepthDark.pdf,1,DepthDark_p1_chunk_15,DepthDark_p1_chunk_15,,,False,False,False,"Format: Longjian Zeng, Zunjie Zhu, Rongfeng Lu, Ming Lu, Bolun Zheng, Cheng- gang Yan, and Anke Xue. 2025. DepthDark: Robust Monocular Depth Esti- mation for Low-Light Environments. In Proceedings of the 33rd ACM Inter- national Conference on Multimedia ("
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,30,30,0.688696026802063,data\Monocular Depth Estimation.pdf,3,Monocular_Depth_Estimation_p3_chunk_0,Monocular_Depth_Estimation_p3_chunk_0,,,False,False,False,"It It-1 It+1 Good matchOccluded pixel pe( , ) = pe( , ) = ✓ Baseline: avg( , ) = Ours: min( , ) = ❌ error error Depth decoder Baseline"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,31,31,0.6884959936141968,data\MonoDiffusion.pdf,1,MonoDiffusion_p1_chunk_6,MonoDiffusion_p1_chunk_6,,,False,False,False,"sed depth. Further, we develop a masked visual condition mechanism to enhance the denoising ability of model. Extensive experiments are conducted on the KITTI and Make3D datasets and the proposed MonoDiffusion outperforms prior state-of-the- art competitor"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,32,32,0.6884012222290039,data\MonoDiffusion.pdf,1,MonoDiffusion_p1_chunk_30,MonoDiffusion_p1_chunk_30,,,False,False,False,"hat our target to reconstruction is the denoised depth rather than the RGB image. To summarize, our contributions are listed as follows: • We propose a novel framework, dubbed MonoDiffusion, arXiv:2311.07198v1 [cs.CV] 13 Nov 2023"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,33,33,0.6882461309432983,data\Single Image Depth Prediction with Wavelet Decomposition.pdf,19,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p19_chunk_2,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p19_chunk_2,,,False,False,False,"btained with η = 0.04. For each block of results, each row shows coefﬁcients and depth maps obtained at scale J in the decoder from lowest to highest scale (decreasing J), as well as the (signed-)error between DepthJ and the Depth map obtained with dense w"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,34,34,0.6882461309432983,data\Single Image Depth Prediction with Wavelet Decomposition.pdf,18,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p18_chunk_2,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p18_chunk_2,,,False,False,False,"btained with η = 0.04. For each block of results, each row shows coefﬁcients and depth maps obtained at scale J in the decoder from lowest to highest scale (decreasing J), as well as the (signed-)error between DepthJ and the Depth map obtained with dense w"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,35,35,0.6882461309432983,data\Single Image Depth Prediction with Wavelet Decomposition.pdf,17,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p17_chunk_2,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p17_chunk_2,,,False,False,False,"btained with η = 0.04. For each block of results, each row shows coefﬁcients and depth maps obtained at scale J in the decoder from lowest to highest scale (decreasing J), as well as the (signed-)error between DepthJ and the Depth map obtained with dense w"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,36,36,0.6876671314239502,data\Monocular Depth Estimation.pdf,6,Monocular_Depth_Estimation_p6_chunk_18,Monocular_Depth_Estimation_p6_chunk_18,,,False,False,False,"pure horizontal translation of ﬁxed length. During evaluation, we cap depth to 80m per standard practice [15]. For our monocular models, we re- port results using the per-image median ground truth scaling introduced by [76]. See also supplementary material"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,37,37,0.6876667737960815,data\dav2.pdf,1,dav2_p1_chunk_0,dav2_p1_chunk_0,,,False,False,False,Depth Anything V2 Lihe Yang1 Bingyi Kang2† Zilong Huang2 Zhen Zhao Xiaogang Xu Jiashi Feng 2 Hengshuang Zhao1‡ 1HKU 2TikTok †project lead ‡corresponding author https://depth-anything-v2.github.io Ours-Large Marigold(LCM) DepthFM Ours-Small latency (V100) p
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,38,38,0.6871744394302368,data\dav2.pdf,18,dav2_p18_chunk_3,dav2_p18_chunk_3,,,False,False,False,2.5 Depth Anything V2 Base 83.9 Segmenter [74] ViT-L [17] 82.2 SegFormer [85] MiT-B5 [85] 82.4 Mask2Former [13] Swin-L [45] 83.3 OneFormer [29] Swin-L [45] 83.0 OneFormer [29] ConvNeXt-XL [46] 83.6 DDP [30] ConvNeXt-L [46] 83.2 Depth Anything V2 Large 85.6
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,39,39,0.6864469051361084,data\Single Image Depth Prediction with Wavelet Decomposition.pdf,13,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p13_chunk_19,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p13_chunk_19,,,False,False,False,"n the NYUv2 [58] datasetNote that since like in DenseDepth [2] we produce a depth map at half-resolution, we only need to predict wavelet coefﬁcients until quarter-resolution. Table adapted from [18]. lines, but as we have shown our wavelet decomposition e"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,40,40,0.6861000061035156,data\Single Image Depth Prediction with Wavelet Decomposition.pdf,12,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p12_chunk_2,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p12_chunk_2,,,False,False,False,"h depth -or disparity- is provided and when it does not contain missing values or high-frequency noise, as they show on the synthetic SceneFlow [49] dataset. The sparsity of ground truth data in the KITTI dataset es- pecially around edges makes it impossib"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,41,41,0.6860910654067993,data\LED.pdf,2,LED_p2_chunk_9,LED_p2_chunk_9,,,False,False,False,"ds [5, 19, 20, 35, 38, 47, 50, 51, 52] since obtaining ground truth depth information is expensive. While dedicated approaches for specific conditions have emerged in recent years [28, 40, 42, 47, 51], they still only partially mitigate these issues. To th"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,42,42,0.6859911680221558,data\SSRDepth.pdf,5,SSRDepth_p5_chunk_17,SSRDepth_p5_chunk_17,,,False,False,False,"𝜇(𝐷∗ 𝑆 (𝑝𝑖, 𝑗))|||, (14) where 𝐷𝑆 (𝑝𝑖, 𝑗) and 𝐷∗ 𝑆 (𝑝𝑖, 𝑗) represent the predicted and ground truth (GT) segmentation scale at pixel 𝑗 within the patch 𝑝𝑖, respectively. 𝜇(⋅) denotes the median of the depths, 𝑈 is the number of semantic seg- mentation pat"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,43,43,0.6857295632362366,data\Global-Local.pdf,3,Global-Local_p3_chunk_0,Global-Local_p3_chunk_0,,,False,False,False,"2019], Copy-Paste [Ghiasi et al. , 2021 ] and CutBlur [Yoo et al. , 2020 ], have been actively proposed in diverse tasks, the depth-speciﬁc data augmentation method has rarely been studied. To the best of our knowledge, CutDepth [Ishii and Yamashita, 2021]"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,44,44,0.6855176687240601,data\SSRDepth.pdf,5,SSRDepth_p5_chunk_13,SSRDepth_p5_chunk_13,,,False,False,False,"pixel 𝑖. 𝑉 denotes the number of pixels in the image that provide valid ground truth depth values. In our experiments, we conventionally set 𝜆 to 0.15. Segmentation proposal scale alignment loss. To improve the per- formance of depth estimation, we propo"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,45,45,0.6852346658706665,data\Depth_Anything.pdf,5,Depth_Anything_p5_chunk_1,Depth_Anything_p5_chunk_1,,,False,False,False,48 0.980 0.587 0.699 0.251 0.766 0.139 0.867 0.075 0.942 Depth Anything ViT-S 0.080 0.936 0.053 0.972 0.464 0.739 0.247 0.768 0.127 0.885 0.076 0.939 ViT-B 0.080 0.939 0.046 0.979 0.432 0.756 0.232 0.786 0.126 0.884 0.069 0.946 ViT-L 0.076 0.947 0.043 0.98
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,46,46,0.6850146651268005,data\dav2.pdf,7,dav2_p7_chunk_6,dav2_p7_chunk_6,,,False,False,False,"aining sets have noisy depth labels. Here, we further argue that widely adopted test benchmarks are also noisy. Figure 8 illustrates incorrect annotations for mirrors and thin structures on NYU-D [70] despite using specialized depth sensors. Such frequent"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,47,47,0.6849880814552307,data\dav2.pdf,2,dav2_p2_chunk_2,dav2_p2_chunk_2,,,False,False,False,"✗ ✗ ✓ ✓ ✓ Depth Anything V2 (Ours) ✓ ✓ ✓ ✓ ✓ ✓ Table 1: Preferable properties of a powerful monocular depth estimation model. 1 Introduction Monocular depth estimation (MDE) is gaining increasing attention, due to its fundamental role in widespread downst"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,48,48,0.6848645210266113,data\Depth_Anything.pdf,9,Depth_Anything_p9_chunk_3,Depth_Anything_p9_chunk_3,,,False,False,False,"hot transfer by com- bining relative and metric depth. arXiv:2302.12288, 2023. 2, 6, 7 [5] Reiner Birkl, Diana Wofk, and Matthias M ¨uller. Midas v3. 1–a model zoo for robust monocular relative depth estimation. arXiv:2307.14460, 2023. 2, 3, 5, 7, 8 [6] Ri"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,49,49,0.6845555305480957,data\Repurposing Diffusion-Based Image Generators for Monocular Depth Estimation.pdf,5,Repurposing_Diffusion-Based_Image_Generators_for_Monocular_Depth_Estimation_p5_chunk_4,Repurposing_Diffusion-Based_Image_Generators_for_Monocular_Depth_Estimation_p5_chunk_4,,,False,False,False,"n ˆd. See Sec. 3.4 for details. possible form of depth, which is guaranteed by the rendering pipeline. If our assumption about the possibility of fine- tuning a generalizable depth estimation from a text-to-image LDM is correct, then synthetic depth gives"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,50,50,0.6845489144325256,data\Jasmine.pdf,19,Jasmine_p19_chunk_3,Jasmine_p19_chunk_3,,,False,False,False,"tain the depthD tc through: 1 Dtc =clip  1 Dmax +  1 Dmin − 1 Dmax  ·dp,0,3  , where Dmin and Dmax are set to 0.1 and 100, respectivley. We find that the depth range at range [0,3] can already describe all information within the maximum depth. 19"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,51,51,0.6845427751541138,data\MonoDiffusion.pdf,9,MonoDiffusion_p9_chunk_4,MonoDiffusion_p9_chunk_4,,,False,False,False,"and then gradually refines the depth values and rectifies the inter- and intra-object distance relationships. Masked visual condition. In Fig. 8, we display a qualitative depth comparison between MonoDiffusion with and without masked visual condition (MVC)"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,52,52,0.6829420924186707,data\Single Image Depth Prediction with Wavelet Decomposition.pdf,12,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p12_chunk_13,Single_Image_Depth_Prediction_with_Wavelet_Decomposition_p12_chunk_13,,,False,False,False,"ness loss: Ls = |∂xd∗ L| e−|∂xIL| + |∂yd∗ L| e−|∂yIL|, (7) where d∗ L = dL/dL is the mean-normalized inverse depth for image IL. When we train on monocular and stereo se- quences (‘MS’), we again follow [18] — see our main paper for an overview, and [18] f"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,53,53,0.6827155351638794,data\s.pdf,8,s_p8_chunk_11,s_p8_chunk_11,,,False,False,False,"model correctly ignores them, generating a smooth depth map. Row 4 presents a rainy DrivingStereo scene where reflections challenge even LiDAR depth capture, as shown in the green box. Both [8, 22] are affected by reflections, but our model remains robust"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,54,54,0.6825500726699829,data\dav2.pdf,11,dav2_p11_chunk_0,dav2_p11_chunk_0,,,False,False,False,"References [1] Manuel López Antequera, Pau Gargallo, Markus Hofinger, Samuel Rota Bulò, Yubin Kuang, and Peter Kontschieder. Mapillary planet-scale depth dataset. In ECCV, 2020. 18 [2] Jimmy Ba and Rich Caruana. Do deep nets really need to be deep? In Neur"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,55,55,0.6823065280914307,data\Depth_Anything.pdf,2,Depth_Anything_p2_chunk_3,Depth_Anything_p2_chunk_3,,,False,False,False,"ward step. More than efficient, this also produces denser depth maps than LiDAR [17] and omits the computationally intensive stereo matching process. We design a data engine to automatically generate depth annotations for unlabeled images, enabling data sc"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,56,56,0.6816955804824829,data\SSRDepth.pdf,5,SSRDepth_p5_chunk_8,SSRDepth_p5_chunk_8,,,False,False,False,"th relationships within the same semantic segments. We provide a detailed description of this phenomenon in Section 4.6. Finally, we obtain the true metric depth map 𝐷𝑚 ∈ ℝ1× 𝐻 4 × 𝑊 4 by per- forming pixel-wise multiplication between 𝐷𝑆 and 𝑅: 𝐷𝑚 = 𝐷𝑆"
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,57,57,0.6814587116241455,data\Robust Monocular Depth Estimation under Challenging Conditions.pdf,4,Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p4_chunk_26,Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_p4_chunk_26,,,False,False,False,s a simple encoder- decoder capable of estimating depth in multiple conditions. 8180
always_clear_depth_contributions,chunk,original,Always Clear Depth 论文的主要贡献包括哪些？,58,58,0.6813682913780212,data\ACD.pdf,2,ACD_p2_chunk_9,ACD_p2_chunk_9,,,False,False,False,". To mitigate the problem of data scarcity, the author in [Tosi et al., 2025 ] utilize depth maps and text descriptions as control conditions to generate [normal, degraded] sample pairs with T2I-Adapter [Mou et al., 2024 ]. This provides an alternative sol"
