run_id,run_label,question_id,query,strategy,compression,compression_stage,top_k,budget,context_tokens,original_context_tokens,selected_chunk_count,retrieved_chunk_count,retrieved_gold_recall,selected_gold_recall,retrieved_gold_ids,selected_gold_ids,selected_missing_gold_ids,precision,recall,f1,true_positive,false_positive,false_negative,matched_gold_ids,missing_gold_ids,extra_predicted_ids,details_path
ask_baseline_llmlingua2_f70d72603385,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,1500,867,1488,15,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.2,0.28571428571428575,1,1,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_f70d72603385.json
ask_baseline_none_41a744848e2c,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,none,none,50,2000,1959,1959,20,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.42857142857142855,0.6,0.5,3,4,2,"always_clear_depth,depthdark,robust_challenging_conditions","led,towards_data_distribution_compensation","depth_anything,depth_anything_v2,monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_none_41a744848e2c.json
ask_baseline_none_8c86f8e52666,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,none,none,50,5000,4853,4853,49,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.5714285714285714,0.8,0.6666666666666666,4,3,1,"always_clear_depth,depthdark,robust_challenging_conditions,towards_data_distribution_compensation",led,"monocular_depth_estimation,primedepth,synthetic_to_real_motion_structure",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_none_8c86f8e52666.json
ask_baseline_none_ace405a4b203,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,none,none,50,800,789,789,9,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.8,0.6153846153846154,4,4,1,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,"jasmine,monocular_depth_estimation,primedepth,synthetic_to_real_motion_structure",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_none_ace405a4b203.json
ask_baseline_none_e78583318b8a,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,none,none,50,1500,1488,1488,15,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.6666666666666666,0.4,0.5,2,1,3,"always_clear_depth,depthdark","led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_none_e78583318b8a.json
ask_baseline_none_eaddc4e54369,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,none,none,50,3000,2999,2999,32,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.6,0.6,0.6,3,2,2,"always_clear_depth,depthdark,towards_data_distribution_compensation","led,robust_challenging_conditions","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_none_eaddc4e54369.json
ask_dynamic_llmlingua2_203e09933fe7,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,1500,755,1495,18,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.3333333333333333,0.2,0.25,1,2,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_203e09933fe7.json
ask_dynamic_llmlingua2_54b991e920d9,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,800,381,763,10,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_54b991e920d9.json
ask_dynamic_llmlingua2_a9971f23150a,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,3000,1621,2978,32,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_a9971f23150a.json
ask_dynamic_llmlingua2_after-allocation_2c061e43e86a,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,2000,1040,1956,22,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.3333333333333333,0.2,0.25,1,2,4,robust_challenging_conditions,"always_clear_depth,depthdark,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_after-allocation_2c061e43e86a.json
ask_dynamic_llmlingua2_before-allocation_0b0ff138a0cc,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,before-allocation,50,1500,1493,2617,25,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_before-allocation_0b0ff138a0cc.json
ask_dynamic_llmlingua2_before-allocation_5b4797429a4f,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,before-allocation,50,500,477,838,10,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_before-allocation_5b4797429a4f.json
ask_dynamic_llmlingua2_before-allocation_8189b3e2fc5e,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,before-allocation,50,3000,2736,5007,50,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.6,0.6,0.6,3,2,2,"depthdark,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_before-allocation_8189b3e2fc5e.json
ask_dynamic_llmlingua2_before-allocation_9394d8be9b86,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,before-allocation,50,2000,1974,3564,34,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",always_clear_depth,0.6,0.6,0.6,3,2,2,"depthdark,led,robust_challenging_conditions","always_clear_depth,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_before-allocation_9394d8be9b86.json
ask_dynamic_llmlingua2_before-allocation_dc9f67930cc6,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,before-allocation,50,1000,999,1739,18,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.5,0.2,0.28571428571428575,1,1,4,robust_challenging_conditions,"always_clear_depth,depthdark,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_before-allocation_dc9f67930cc6.json
ask_dynamic_llmlingua2_cd620ba3e37a,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,1000,493,955,12,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_cd620ba3e37a.json
ask_dynamic_llmlingua2_d3238c710cb5,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,500,248,489,7,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions","always_clear_depth,depthdark,towards_data_distribution_compensation",0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_d3238c710cb5.json
ask_dynamic_llmlingua2_da0a9f43dbda,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,2000,1040,1956,22,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_da0a9f43dbda.json
ask_dynamic_llmlingua2_ff20000e9cd1,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,300,128,272,5,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions","always_clear_depth,depthdark,towards_data_distribution_compensation",0.5,0.4,0.4444444444444445,2,2,3,"led,robust_challenging_conditions","always_clear_depth,depthdark,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_ff20000e9cd1.json
ask_dynamic_none_02484eddb5d5,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,none,none,50,800,763,763,10,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6,0.6,0.6,3,2,2,"depthdark,led,robust_challenging_conditions","always_clear_depth,towards_data_distribution_compensation","depth_anything,monocular_depth_estimation",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_none_02484eddb5d5.json
ask_dynamic_none_1882111618b8,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,none,none,50,3000,2978,2978,32,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_none_1882111618b8.json
ask_dynamic_none_2664028b5155,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,none,none,50,5000,4921,4921,49,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.6,0.6,0.6,3,2,2,"depthdark,led,robust_challenging_conditions","always_clear_depth,towards_data_distribution_compensation","monocular_depth_estimation,synthetic_to_real_motion_structure",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_none_2664028b5155.json
ask_dynamic_none_46396cf7f0da,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,none,none,50,500,489,489,7,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions","always_clear_depth,depthdark,towards_data_distribution_compensation",0.5,0.6,0.5454545454545454,3,3,2,"depthdark,led,robust_challenging_conditions","always_clear_depth,towards_data_distribution_compensation","jasmine,monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_none_46396cf7f0da.json
ask_dynamic_none_67faf8e68674,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,none,none,50,1500,1495,1495,18,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_none_67faf8e68674.json
ask_dynamic_none_dc4e6492d578,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,none,none,50,2000,1956,1956,22,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_none_dc4e6492d578.json
ask_rerank_llmlingua2_45059edc78e3,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,5000,2695,4924,49,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,led","always_clear_depth,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_45059edc78e3.json
ask_rerank_llmlingua2_5bb01be7ca08,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,1500,815,1475,17,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.6,0.5454545454545454,3,3,2,"depthdark,led,robust_challenging_conditions","always_clear_depth,towards_data_distribution_compensation","jasmine,monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_5bb01be7ca08.json
ask_rerank_llmlingua2_after-allocation_476f3b61d512,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,3000,1634,2994,33,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.6666666666666666,0.4,0.5,2,1,3,"depthdark,led","always_clear_depth,robust_challenging_conditions,towards_data_distribution_compensation",primedepth,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_after-allocation_476f3b61d512.json
ask_rerank_llmlingua2_after-allocation_47d9f6bf80b8,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,1000,535,951,11,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,led","always_clear_depth,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_after-allocation_47d9f6bf80b8.json
ask_rerank_llmlingua2_after-allocation_99da3bea878b,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,1500,815,1475,17,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.3333333333333333,0.2,0.25,1,2,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_after-allocation_99da3bea878b.json
ask_rerank_llmlingua2_after-allocation_b1db1bfc0171,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,2000,1079,1991,23,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_after-allocation_b1db1bfc0171.json
ask_rerank_llmlingua2_before-allocation_1439d2642769,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,before-allocation,50,1000,990,1726,18,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_before-allocation_1439d2642769.json
ask_rerank_llmlingua2_before-allocation_4b434c0ceda8,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,before-allocation,50,2000,1991,3553,36,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.4,0.4,0.4000000000000001,2,3,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,monodiffusion,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_before-allocation_4b434c0ceda8.json
ask_rerank_llmlingua2_before-allocation_5a1ecf8a4bbe,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,before-allocation,50,500,499,875,9,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.5,0.2,0.28571428571428575,1,1,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_before-allocation_5a1ecf8a4bbe.json
