run_id,run_label,question_id,query,strategy,compression,compression_stage,top_k,budget,context_tokens,original_context_tokens,selected_chunk_count,retrieved_chunk_count,retrieved_gold_recall,selected_gold_recall,retrieved_gold_ids,selected_gold_ids,selected_missing_gold_ids,precision,recall,f1,true_positive,false_positive,false_negative,matched_gold_ids,missing_gold_ids,extra_predicted_ids,details_path
rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_06d49046f52c,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,1500,755,1495,18,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_06d49046f52c.json
rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_81f1ddbb973b,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,1000,493,955,12,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_81f1ddbb973b.json
rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_883edae8d564,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,5000,2695,4921,49,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.6666666666666666,0.8,0.7272727272727272,4,2,1,"depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",always_clear_depth,"monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_883edae8d564.json
rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_a53a3f8a0bd8,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,500,248,489,7,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions","always_clear_depth,depthdark,towards_data_distribution_compensation",0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_a53a3f8a0bd8.json
rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_c729b13ed10c,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,3000,1621,2978,32,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.6666666666666666,0.8,0.7272727272727272,4,2,1,"always_clear_depth,depthdark,led,robust_challenging_conditions",towards_data_distribution_compensation,"monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_c729b13ed10c.json
rerun_f1zero_ask_dynamic_none_7aee097b5f80,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,none,none,50,300,272,272,5,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions","always_clear_depth,depthdark,towards_data_distribution_compensation",0.4,0.4,0.4000000000000001,2,3,3,"led,robust_challenging_conditions","always_clear_depth,depthdark,towards_data_distribution_compensation","jasmine,monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_none_7aee097b5f80.json
rerun_f1zero_ask_dynamic_none_a1f3396bfb61,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,none,none,50,1000,955,955,12,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_none_a1f3396bfb61.json
rerun_f1zero_ask_rerank_llmlingua2_after-allocation_25508640b42e,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,1000,535,951,11,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_llmlingua2_after-allocation_25508640b42e.json
rerun_f1zero_ask_rerank_llmlingua2_after-allocation_4d271c4831ae,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,300,140,297,4,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation",1.0,0.2,0.33333333333333337,1,0,4,led,"always_clear_depth,depthdark,robust_challenging_conditions,towards_data_distribution_compensation",,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_llmlingua2_after-allocation_4d271c4831ae.json
rerun_f1zero_ask_rerank_llmlingua2_after-allocation_524531b5ba6b,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,500,257,493,6,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation",0.4,0.4,0.4000000000000001,2,3,3,"always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation","jasmine,monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_llmlingua2_after-allocation_524531b5ba6b.json
rerun_f1zero_ask_rerank_llmlingua2_after-allocation_7fe96c6b4688,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,500,257,493,6,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation",0.0,0.0,0.0,0,2,5,,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_llmlingua2_after-allocation_7fe96c6b4688.json
rerun_f1zero_ask_rerank_llmlingua2_before-allocation_acdb59a26864,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,before-allocation,50,3000,2736,5007,50,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.7142857142857143,1.0,0.8333333333333333,5,2,0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,"monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_llmlingua2_before-allocation_acdb59a26864.json
rerun_f1zero_ask_rerank_none_708f8b5d3d39,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,none,none,50,500,493,493,6,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation",0.5,0.4,0.4444444444444445,2,2,3,"always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation","jasmine,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_none_708f8b5d3d39.json
rerun_f1zero_ask_rerank_none_77d595a847ca,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,none,none,50,2000,1991,1991,23,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.75,0.6,0.6666666666666665,3,1,2,"always_clear_depth,depthdark,robust_challenging_conditions","led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_none_77d595a847ca.json
